⑯⑴⑮⑿⑵⑯⑿	abandon
⑰⑿⒌⑯⑴⑯⑪	honourable
⑰⑿⑯⑥②⑪⑬	honestly
⑽⒃⑿⑬⑫⒅⑿	honeymoon
⑰⑿⒌⑯⑴⑪⑬	honourably
⑽⒅⑪⑬⑶⑯⑿	hooligan
⑽⒄①④⑯⑪⑬	hopefully
⑽⒌⒂⑹⑯⑿⑹	horizons
⑽⒌⑭⑿⑵⑯⑥	horrendous
⑽⑰⑾⑯⑴⑯⑪	horrible
⑽⑰⑾⑯⑴⑪⑬	horribly
⑽⑰⑾⑬④⒂⑵	horrified
⑽⑰⑥②⑯⑪⑹	hostels
⑽⒄②⑭⑪⒍⑹	hoteliers
⑽⑲⑥⑴⑲⑿⑵	housebound
⑽⑲⑥⑽⒄⑪⑵	household
⑽⑲⑥③⒀①⒌	housekeeper
⑽⑲⑥⑼⒂⑷⑹	housewives
⑽⒏⑫⑯⑿⑪⑬	humanly
⑽⒃⑫⑵⑾⒃⑫	humdrum
⑽⒏⑫⒌⑪⑯⑥	humourless
⑽⒃⑿⑵⑾⑯⑵	hundred
⑽⒃⑩⑶⒊⒎⑿	hungarian
⑽⒃⑾⑬③⒁⑿	hurricane
⑽⒃⑾⑬⑵⑪⑬	hurriedly
⑽⒃⑹⑴⑯⑿⑵	husband
⑽⒃⑥③⑬⑪⑬	huskily
⑽⒂⑯⑥⑬⑿⑤	hyacinth
⑽⒂⑴⑾⑬⑵⑹	hybrids
⑽⒂⑻⒀⑿⑬③	hygienic
⒂⑵⒎⑪⒂⑹⑵	idealized
⒂⑵⒎⑪⑬⑥②	idealist
⑬⑵⑬⑰②⑬③	idiotic
⒂⑵⑯⑪⑿⑯⑥	idleness
⑬⑶⑿⒂②⑯⑵	ignited
⑬⑶⑿⑬⑦⑯⑿	ignition
⑬⑶⑿⒌⑯⑿⑥	ignorance
⑬⑶⑿⒌⑯⑿②	ignorant
⑬⑪⒀⑶⑯⑪⑬	illegally
⑬⑪⑬②⒌⑯②	illiterate
⑬⑪⑿⑯⑥⑯⑹	illnesses
⑬⑪⒅⑺⑯⑿⑹	illusions
⑬⑫⑮⑻⑬⑿⑵	imagined
⑬⑫⑮⑻⑬⑿⑹	imagines
⑬⑫⑯⑿⑯⑿②	immanent
⑬⑫⑯②⒍⒎⑪	immaterial
⑬⑫⒀⑵⒎⑥⑬	immediacy
⑬⑫⑯⑫⒉⒎⑪	immemorial
⑬⑫⑭⑿⑥⑪⑬	immensely
⑬⑫⑬⑿⑯⑿⑥	imminence
⑬⑫⑬⑿⑯⑿②	imminent
⑬⑫⒏⑿⑬②⑬	immunity
⑬⑫①⑮③②⑥	impacts
⑬⑫①⒈⑦⑯⑪	impartial
⑬⑫①⒈②⑬⑩	imparting
⑬⑫①⑮⑥⑬⑷	impassive
⑬⑫①⒀⑵⑯⑵	impeded
⑬⑫①⒋⑷⒎⑥	impervious
⑬⑫①⑬②⑯⑥	impetus
⑬⑫①⑪⑳⑿②	implant
⑬⑫①⑪⒂⑬⑩	implying
⑬⑫①⑯⑪⒂②	impolite
⑬⑫①⒉②⑯⑵	imported
⑬⑫①⒉②⒌⑹	importers
⑬⑫①⒉②⑬⑩	importing
⑬⑫①⒄⑹⑯⑹	imposes
⑬⑫①⒄⑹⑬⑩	imposing
⑬⑫①⑾⑭⑥②	impressed
⑬⑫①⑾⑬⑿②	imprint
⑬⑫①⑾⑰①⒌	improper
⑬⑫①⑾⒅⑷⑵	improved
⑬⑫①⑾⒅⑷⑹	improves
⑬⑿⑮③⑦⑯⑿	inaction
⑬⑿⑮③②⑬⑷	inactive
⑬⑿⑥⑭⑿⑥②	incensed
⑬⑿⑥⑬⑺⑯⑿	incision
⑬⑿⑥⒂⑥⑬⑷	incisive
⑬⑿⑥⒂⑹⒌⑹	incisors
⑬⑿⑥⒂②⑬⑩	inciting
⑬⑿③⑪⒂⑿⑵	inclined
⑬⑿③⑪⒅⑵⑹	includes
⑬⑿③⒃⑫⑬⑩	incoming
⑬⑿③⒌⑭③②	incorrect
⑬⑿③⑾⒀⑥②	increased
⑬⑿③⒋⑺⑯⑿	incursion
⑬⑿⑵⑭②⑯⑵	indebted
⑬⑿⑵⑭⑿⑧⒌	indenture
⑬⑿⑵⑭③⑥②	indexed
⑬⑿⑵⑬③⒁②	indicate
⑬⑿⑵⑬⑥⒀⑹	indices
⑬⑿⑵⒂②⑯⑵	indicted
⑬⑿⑵⒏⑥⑯⑹	induces
⑬⑿⑵⒏⑥⑬⑩	inducing
⑬⑿⑵⒃⑪⑻⑵	indulged
⑬⑿④⑯⑫⑯⑥	infamous
⑬⑿④⑯⑿⑥⑬	infancy
⑬⑿④⑯⑿②⑥	infants
⑬⑿④⒌⑯⑿⑥	inference
⑬⑿④⒋②⒂⑪	infertile
⑬⑿④⑬⑿⑬②	infinite
⑬⑿④⒋⑫⒌⑬	infirmary
⑬⑿④⑪⒁⑫⑵	inflamed
⑬⑿④⑪⑬③②	inflict
⑬⑿④⑪⒃③⑥	influx
⑬⑿④⒉⑫⑯⑪	informal
⑬⑿④⒉⑫⒌⑹	informers
⑬⑿④⒉⑫⑬⑩	informing
⑬⑿④⑾⑬⑿⑻	infringe
⑬⑿④⒏⑺⑯⑿	infusion
⑬⑿⑻⒀⑿⒎⑥	ingenious
⑬⑿⑽⑮⑴⑬②	inhabit
⑬⑿⑽⒁⑪⑬⑩	inhaling
⑬⑿⑽⑭⑾⑬②	inherit
⑬⑿⑽⑬⑴⑬②	inhibit
⑬⑿⑽⒏⑫⒁⑿	inhumane
⑬⑿⑬⑦⑯⑪⑬	initially
⑬⑿⑬⑦⑯⑪⑹	initials
⑬⑿⑬⑦⑬⒁②	initiate
⑬⑿⑻⑱⒌⒎⑥	injurious
⑬⑿⒌⑫⒄⑥②	innermost
⑬⑿⑯⑥⑯⑿⑥	innocence
⑬⑿⑯⑥⑯⑿②	innocent
⑬⑿⑯⑷⒁②⒌	innovator
⑬⑿③⑼⑭⑥②	inquest
⑬⑿⑥⑭③②⑥	insects
⑬⑿⑥⒋②⑯⑵	inserted
⑬⑿⑥⒋②⑬⑩	inserting
⑬⑿⑥⒋⑦⑯⑿	insertion
⑬⑿⑥⒂⑵⒌⑹	insiders
⑬⑿⑥⑬⑵⒎⑥	insidious
⑬⑿⑥⑬⑶⑿⒎	insignia
⑬⑿⑥⑬⑿⑥⒍	insincere
⑬⑿⑥⑬①⑬⑵	insipid
⑬⑿⑥⑬⑥②⑥	insists
⑬⑿⑥⑰⑫⑿⒎	insomnia
⑬⑿⑥①⑭③②	inspect
⑬⑿⑥①⒂⒌⑵	inspired
⑬⑿⑥①⒂⒌⑹	inspires
⑬⑿⑥②⒇⑪⑵	installed
⑬⑿⑥②⑯⑿⑥	instance
⑬⑿⑥②⑯⑿②	instant
⑬⑿⑥②⑬⑪⑵	instilled
⑬⑿⑥⑨⑯⑪⒌	insular
⑬⑿⑥⒃⑪②⑥	insults
⑬⑿⑦⑱⒌⒌⑹	insurers
⑬⑿②⑬⑻⒌⑹	integers
⑬⑿②⑭⑿⑵⑹	intends
⑬⑿②⑭⑿②⑥	intents
⑬⑿②⒌⑮③②	interact
⑬⑿②⒌③⑰⑫	intercom
⑬⑿②⒌③⒉⑥	intercourse
⑬⑿②⑾⑯⑥②	interest
⑬⑿②⒌④⒁⑥	interface
⑬⑿②⒌④⒍⑵	interfered
⑬⑿②⒌④⒍⑹	interferes
⑬⑿②⒌⑪⒅⑵	interlude
⑬⑿②⒋⑿⑯⑪	internal
⑬⑿②⒌①⑪⒁	interplay
⑬⑿②⒌⒃①②	interrupt
⑬⑿②⒌⑷⑯⑪	interval
⑬⑿②⒌⑷⒀⑿	intervene
⑬⑿②⒌⑷⒏⑵	interviewed
⑬⑿②⒌⑷⒏⒀	interviewee
⑬⑿②⒌⑷⒏⒌	interviewer
⑬⑿②⒌⑷⒏⑹	interviews
⑬⑿②⑬⑫⑯②	intimate
⑬⑿②⑬⑫⒁②	intimate
⑬⑿②⑾⒀⑶⑵	intrigued
⑬⑿②⑾⒅⑵⒌	intruder
⑬⑿⑷⒁⑵⑯⑵	invaded
⑬⑿⑷⒁⑵⒌⑹	invaders
⑬⑿⑷⒁⑵⑬⑩	invading
⑬⑿⑷⑮⑪⑬⑵	invalid
⑬⑿⑷⑯⑪⑬⑵	invalid
⑬⑿⑷⒁⑺⑯⑿	invasion
⑬⑿⑷⒁⑥⑬⑷	invasive
⑬⑿⑷⑭⑿②⒌	inventor
⑬⑿⑷⒋⑥⑪⑬	inversely
⑬⑿⑷⒋⑺⑯⑿	inversion
⑬⑿⑷⒋②⑯⑵	inverted
⑬⑿⑷⑭⑥②⒌	investor
⑬⑿⑷⑭⑥②⑥	invests
⑬⑿⑷⑬⑵⒎⑥	invidious
⑬⑿⑷⒂②⑯⑵	invited
⑬⑿⑷⒂②⑬⑩	inviting
⑬⑿⑷⒆⑥⑯⑹	invoices
⑬⑿⑷⒄③⑬⑩	invoking
⑬⑿⑷⑰⑪⑷⑵	involved
⑬⑿⑷⑰⑪⑷⑹	involves
⑬⑿⑼⒌⑵⑪⑬	inwardly
⑬⑾⒁⑿⒎⑿⑹	iranians
⒂⑾⑬⑦⑫⑯⑿	irishman
⒂⑾⑬⑦⑫⑭⑿	irishmen
⑬⑾⑬②⑯⑿②	irritant
⑬⑾⑬②⒁②⑥	irritates
⑬⑹⑪⑳⑫⑬③	islamic
⒂⑪⑯⑿⑵⒌⑹	islanders
⒂⑥⑯⑪⒁②⑥	isolates
⒂⑥⑯②⒄①⑥	isotopes
⑬②⑮⑪⒎⑿⑹	italians
⑬②⑮⑪⑬③⑥	italics
⑬②⒌⒁⑦⑯⑿	iteration
⒂②⑬⑿⒌⒌⑬	itinerary
⑻⑮③⑯⑴⒎⑿	jacobean
⑻⑮③⑯⑴⒂②	jacobite
⑻⑯⑫⒁③⑯⑿	jamaican
⑻⑮①⑯⑿⒀⑹	japanese
⑻⒇⑿⑵⑬⑥②	jaundiced
⑻⑭⑪⑯⑥⑬⑹	jealousies
⑻⑭⑪⑯⑥⑪⑬	jealously
⑻⑭①⒌⑵⒂⑹	jeopardise
⑻⑭⑹⑨⑱⑬②	jesuit
⑻⑰③⑨⑯⑪⒌	jocular
⑻⒄③⑬⑩⑪⑬	jokingly
⑻⒉⑵⒁⑿⒎⑿	jordanian
⑻⒋⑿⑬⑫⑯⑿	journeyman
⑻⒋⑿⑬⑫⑭⑿	journeymen
⑻⒃⑻⑫⑯⑿②	judgment
⑻⒅⑵⑬⑦⑯⑪	judicial
⑻⒅⑵⑬⑦⒌⑬	judiciary
⑻⒅⑵⑬⑦⑯⑥	judicious
⑻⒃⑶⒌⑿⒇②	juggernaut
⑻⒅③⑴⑰③⑥	jukebox
⑻⒃⑩③⑦⑯⑿	junction
⑻⒃⑩⑶⑯⑪⑹	jungles
⑻⑱⒌⑬⑥②⑥	jurists
⑻⒃⑥②⑬④⒂	justify
⑻⒅⑷⑯⑿⒂⑪	juvenile
③⑮⑩⑶⒌⒅⑹	kangaroos
③⑭⑾⑯⑥⒀⑿	kerosene
③⑭⑥②⑾⑯⑪	kestrel
③⑬⑵⑿⑮①②	kidnapped
③⑬⑵⑿⑮①⒌	kidnapper
③⒂⑿⑵⑯⑥②	kindest
③⒂⑿⑵⑿⑯⑥	kindness
③⑬⑿⑵⑾⑯⑵	kindred
③⑬⑿⑭②⑬③	kinetic
③⑬⑩⑵⑯⑫⑹	kingdoms
③⑬⑩④⑬⑦⒌	kingfisher
③⑬⑿⑹⑫⑯⑿	kinsman
③⑬⑿⑹⑫⑭⑿	kinsmen
③⑬⑧⑬⑿⑭②	kitchenette
③⑯⑿⑭⑥⑭②	knesset
⑪⒁⑴⑯⑪⑬⑩	labelling
⑪⑮⑴⑾⑯⑵⒉	labrador
⑪⑮⑴⒌⑬⑿⑤	labyrinth
⑪⑯③⑰⑿⑬③	laconic
⑪⒁⑵⑬⑪⒂③	ladylike
⑪⒁⑵⑬⑦⑬①	ladyship
⑪⑮⑫①⑪⒂②	lamplight
⑪⑮⑿⑵④⑬⑪	landfill
⑪⑮⑿⑵⑬⑩⑹	landings
⑪⑮⑿⑵⑪⑯⑥	landless
⑪⑮⑿⑵⑪⒉⑵	landlord
⑪⑮⑿⑵⑫⒈③	landmark
⑪⑮⑿⑵⒄⑿⒌	landowner
⑪⑮⑩⑶⑼⑬⑻	language
⑪⑮⑩⑶⑼⑬⑵	languid
⑪⑮⑿②⒌⑿⑹	lanterns
⑪⑮⑾⑬⑩③⑥	larynx
⑪⒁②⑯⑿⑥⑬	latency
⑪⑮②⒌⑯⑪⑬	laterally
⑪⑮②⑬②⒏⑵	latitude
⑪⑯②⑾⒀⑿⑹	latrines
⑪⒇⑵⑯⑴⑯⑪	laudable
⑪⑳④⑯⑴⑯⑪	laughable
⑪⑳④⑬⑩⑪⑬	laughingly
⑪⒇⑿⑵⑾⑭②	launderette
⑪⒇⑿⑵⒌⑬⑩	laundering
⑪⑮⑷⑯②⒌⑬	lavatory
⑪⑮⑷⑯⑿⑵⒌	lavender
⑪⑮⑷⑬⑦⑪⑬	lavishly
⑪⒁⑹⑬⑿⑯⑥	laziness
⑪⒀⑵⒌⑦⑬①	leadership
⑪⒀④⑪⑯②⑥	leaflets
⑪⒀⑥⑽⒄⑪⑵	leasehold
⑪⑭⑴⑯⑿⒀⑹	lebanese
⑪⑭③⑧⒌⒌⑹	lecturers
⑪⑭③⑧⒌⑬⑩	lecturing
⑪⑭④②⑬⑥②	leftist
⑪⑭⑶⑯⑥⑬⑹	legacies
⑪⑬⑶⒁⑦⑯⑿	legation
⑪⑭⑻⑯⑿⑵⑹	legends
⑪⑭⑻⑯⑴⑯⑪	legible
⑪⑭⑫⑯⑿⒁⑵	lemonade
⑪⑭⑩⑤⑯⑿⑵	lengthened
⑪⑭⑩⑤⑼⒁⑹	lengthways
⑪⒀⑿⒎⑿⑥⑬	leniency
⑪⑭⑿②⑯⑪⑹	lentils
⑪⑭①⑾⑯⑥⑬	leprosy
⑪⑭⑹⑴⒎⑿⑹	lesbians
⑪⑭⑥⑯⑿⑬⑩	lessening
⑪⑬⑤⒈⑻⑬③	lethargic
⑪⑭⑷⑯⑪⒌⑹	levellers
⑪⑭⑷⑯⑪⑬⑩	levelling
⑪⑬⒁⑹⑰⑿⑹	liaisons
⑪⑬⑴⒌⑯⑪⑬	liberally
⑪⑬⑴⒌⑯⑪⑹	liberals
⑪⑬⑴⒌②⑬⑹	liberties
⑪⒂⑴⑾⒊⒎⑿	librarian
⑪⒂⑴⑾⒌⑬⑹	libraries
⑪⑬⑴⑾⑭②⒄	libretto
⑪⒂⑥⑯⑿⑥②	licensed
⑪⒂⑥⑯⑿⑥⒀	licensee
⑪⒂④⑴⑪⒃⑵	lifeblood
⑪⒂④⑴⒄②⑥	lifeboats
⑪⒂④⑥②⒂⑪	lifestyle
⑪⒂④②⒂⑫⑹	lifetimes
⑪⒂③⑯⑴⑯⑪	likeable
⑪⒂⑫⑥②⒄⑿	limestone
⑪⑬⑫⑬②⑯⑵	limited
⑪⑬⑫⑬②⑬⑩	limiting
⑪⑬⑫⑯⑹⒀⑿	limousine
⑪⒂⑿⑹⑫⑯⑿	linesman
⑪⑬⑩⑶⒌⑬⑩	lingering
⑪⑬⑿⒄⑪⒎⑫	linoleum
⑪⑬①⑥②⑬③	lipstick
⑪⑬③⑨⑱⒌⑹	liqueurs
⑪⑬③⑼⑬⑵⑹	liquids
⑪⑬⑥⑯⑿⒌⑹	listeners
⑪⑬⑥⑯⑿⑬⑩	listening
⑪⑬⑥②⑬⑩⑹	listings
⑪⑬⑥②⑪⑯⑥	listless
⑪⑬②⒌⑯⑥⑬	literacy
⑪⑬②⒌⑯⑪⑬	literally
⑪⑬②⒌⑯⑧⒌	literature
⑪⒂⑷⑥②⑰③	livestock
⑪⑰⑴⑥②⒌⑹	lobsters
⑪⒄③⒁②⑯⑵	located
⑪⒄③⒁②⑬⑩	locating
⑪⒄③⒁⑦⑯⑿	location
⑪⑰④②⑬⑪⑬	loftily
⑪⑰⑻⑬③⑯⑪	logical
⑪⑰⑻⑬③⑪⑬	logically
⑪⑰⑪⑬①⑰①	lollipop
⑪⒃⑿⑵⑯⑿⒌	londoner
⑪⑰⑩⑶⑯⑥②	longest
⑪⑰⑩⑬⑩⑪⑬	longingly
⑪⑱③⑯⑪⒂③	lookalike
⑪⒅①⑽⒄⑪⑹	loopholes
⑪⒅⑥⑯⑿⑬⑩	loosening
⑪⒉⑵⑦⑬①⑥	lordships
⑪⒃⑷⑯⑴⑯⑪	lovable
⑪⒃⑷⑬⑩⑪⑬	lovingly
⑪⒄⑪⑯⑿⑵⑹	lowlands
⑪⒆⑯⑪⑬⑥②	loyalist
⑪⒆⑯⑪②⑬⑹	loyalties
⑪⒅⑫⑬⑿⑯⑥	luminous
⑪⒅⑿⑯②⑬③	lunatic
⑪⒃⑿⑧②⒂⑫	lunchtime
⑪⒃⑥②⑾⑯⑥	lustrous
⑪⒃③⑦⒌⑬⑹	luxuries
⑪⑬⑾⑬③⑯⑪	lyrical
⑫⑯③⑳⑴⑾⑯	macabre
⑫⑯⑦⒀⑿⒌⑬	machinery
⑫⑯⑧⑬⑹⑫⒄	machismo
⑫⑮⑶⑯⑹⒀⑿	magazine
⑫⑯⑻⑭⑿②⑯	magenta
⑫⑮⑻⑬③⑯⑪	magical
⑫⑮⑻⑬③⑪⑬	magically
⑫⑯⑻⑬⑦⑯⑿	magician
⑫⑮⑶⑿⒁②⑥	magnates
⑫⑮⑶⑿⑯②⑥	magnets
⑫⑮⑶⑿⒄⑪⒎	magnolia
⑫⒁⑿⑪⑯⑿⑵	mainland
⑫⒁⑿②⒁⑿⑵	maintained
⑫⒁⑿②⒁⑿⑹	maintains
⑫⑮⑻⑯⑥②⑬	majesty
⑫⒁③⑦⑬④②	makeshift
⑫⑯⑪⒁⑺⑯⑿	malaysian
⑫⑯⑪⑬⑦⑯⑥	malicious
⑫⑮⑪⒎⑴⑯⑪	malleable
⑫⑯⑫⒁⑪⒎⑿	mammalian
⑫⑮⑿⑬⑻⒌⑹	managers
⑫⑮⑿⑬⑻⑯⑹	manages
⑫⑮⑿⑬⑻⑬⑩	managing
⑫⑮⑿⑵⒌⑬⑿	mandarin
⑫⑮⑿④⑯⑪⑬	manfully
⑫⑮⑩⑶⑯⑪⑵	mangled
⑫⒁⑿⑬⑮③⑥	maniacs
⑫⑮⑿③⒂⑿⑵	mankind
⑫⑯⑿⒅⑷⒌⑵	manoeuvred
⑫⑯⑿⒅⑷⒌⑹	manoeuvres
⑫⑮⑿⑦⑯⑿⑹	mansions
⑫⑮⑿⑨⑱⑯⑪	manual
⑫⑮⑾⑯⑤⑯⑿	marathon
⑫⒈⑻⑬⑿⑯⑪	marginal
⑫⑮⑾⑬⑿⒁⑵	marinade
⑫⑮⑾⑬⑿⒌⑹	mariners
⑫⑮⑾⑬②⑯⑪	marital
⑫⑮⑾⑬②⒂⑫	maritime
⑫⒈③⑯⑵⑪⑬	markedly
⑫⒈③⑯②⑯⑵	marketed
⑫⒈③⑯②⑬⑩	marketing
⑫⒈③⑥⑫⑯⑿	marksman
⑫⒈③⑥⑫⑭⑿	marksmen
⑫⒈⑫⑯⑪⒁⑵	marmalade
⑫⒈③⑯②⑾⑬	marquetry
⑫⑮⑾⑬⑻⑯⑹	marriages
⑫⒈⑦⑪⑮⑿⑵	marshland
⑫⒈②⒌⑵⑯⑫	martyrdom
⑫⒈⑷⑯⑪⑬⑩	marvelling
⑫⒈⑷⑯⑪⑯⑥	marvellous
⑫⒈③⑥⑬⑥②	marxist
⑫⒈⑹⑬①⑮⑿	marzipan
⑫⑯⑥⑰⑿⑬③	masonic
⑫⒁⑥⑯⑿⒌⑬	masonry
⑫⑮⑥⑯③⒌⑵	massacred
⑫⑮⑥⑯③⒌⑹	massacres
⑫⑮⑥⑳⑺⑬⑩	massaging
⑫⑮⑥⑬⑷⑪⑬	massively
⑫⑳⑥②⒌⑬⑩	mastering
⑫⑳⑥②⒌⑪⑬	masterly
⑫⑮⑧⑴⑰③⑥	matchbox
⑫⑯②⒍⒎⑪⑬	materially
⑫⑯②⒍⒎⑪⑹	materials
⑫⑯②⒋⑿⑯⑪	maternal
⑫⒁②⑾⑬③⑥	matrix
⑫⑯⑧⑱⒌⑬⑩	maturing
⑫⒇⑥⑯⑪⒎⑫	mausoleum
⑫⑮③⑥⑬⑫⑯	maxima
⑫⑮③⑥⑬⑫⑹	maxims
⑫⒀⑪②⒂⑫⑹	mealtimes
⑫⑬⑵⑮⑪⒎⑿	medallion
⑫⒀⑵⑬⒁②⒌	mediator
⑫⑭⑵⑬③⑯⑪	medical
⑫⑭⑵⑬③⑪⑬	medically
⑫⑭⑵⑬⑥⑯⑿	medicine
⑫⒀⑵⑬⒄③⒌	mediocre
⑫⑬⑪⑰⑵⑬③	melodic
⑫⑭⑪⑯⑵⑬⑹	melodies
⑫⑭⑫⑴⑾⒁⑿	membrane
⑫⑬⑫⑭⑿②⒄	memento
⑫⑯⑫⒉⒎⑪⑹	memorials
⑫⑭⑿⑯⑥⑬⑩	menacing
⑫⑭⑿⑯①⒇⑹	menopause
⑫⑭⑿②⑯⑪⑬	mentally
⑫⑭⑿⑦⑯⑿⑵	mentioned
⑫⑭⑿⑦⑯⑿⑹	mentions
⑫⒋⑥⑬⑿⒌⑬	mercenary
⑫⒋⑧⑯⑿②⑥	merchants
⑫⒋⑥⑬④⑯⑪	merciful
⑫⒋⑥⑬⑪⑯⑥	merciless
⑫⑭⑾⑬②⑯⑵	merited
⑫⑭⑥⑬⑻⑯⑹	messages
⑫⑭⑥⑬⑿⑻⒌	messenger
⑫⑬②⑮⑪⑬③	metallic
⑫⑭②⑯④⒉⑹	metaphors
⑫⒀②⒍⒂②⑥	meteorites
⑫⒂③⑾⒄⑴⑹	microbes
⑫⒂③⑾⑰⑿⑹	microns
⑫⑬⑵④⒀⑪⑵	midfield
⑫⑬⑵⑥⒃⑫⒌	midsummer
⑫⑬⑵⑼⒂⑷⑹	midwives
⑫⒂⑶⑾⑯⑿②	migrant
⑫⒂⑪⑥②⒄⑿	milestone
⑫⑬⑪⑬②⒌⑬	military
⑫⑬⑪⑬⑦⑯⑹	militias
⑫⑬⑪③⑫⑯⑿	milkman
⑫⑬⑪⑭⑿⒎⑫	millennium
⑫⑬⑪⑨⑯⑿⒊	millionaire
⑫⑬⑫⑭②⑬③	mimetic
⑫⑬⑫⑬③⑬⑩	mimicking
⑫⑬⑫⑬③⑾⑬	mimicry
⑫⑬⑿⑥⑫⒀②	mincemeat
⑫⒂⑿⑵④⑯⑪	mindful
⑫⒂⑿⑵⑪⑯⑥	mindless
⑫⒂⑿④⒀⑪⑵	minefield
⑫⑬⑿⒌⑯⑪⑹	minerals
⑫⑬⑩⑶⑯⑪⑵	mingled
⑫⑬⑩⑶⑪⑬⑩	mingling
⑫⑬⑿⑬⑧⒌⑹	miniatures
⑫⑬⑿⑬⑴⒃⑥	minibus
⑫⑬⑿⑬⑫⑯⑪	minimal
⑫⑬⑿⑬⑫⒂⑹	minimise
⑫⑬⑿⑬⑫⑯⑫	minimum
⑫⑬⑿⑨⑯⑿⑹	minions
⑫⑬⑿⑬⑥②⒌	minister
⑫⑬⑿⑨⑱⑭②	minuet
⑫⒂⑿⒏②⑪⑬	minutely
⑫⒂⑿⒏⑦⑬⒀	minutiae
⑫⑬⑾⑯③⑯⑪	miracle
⑫⑬⑥⑽⑮①⑥	mishaps
⑫⑬⑥⑻⒃⑻⑵	misjudged
⑫⑬⑥⑿⒄⑫⒌	misnomer
⑫⑬⑦⑯⑿⒌⑬	missionary
⑫⑬⑥②⒁③⑥	mistakes
⑫⑬⑥⑯⑪②⒄	mistletoe
⑫⑬⑥②⑾⑯⑥	mistress
⑫⑬②⑬⑶⒁②	mitigate
⑫⑬③⑥⑧⒌⑹	mixtures
⑿⑬⑫⑰⑿⑬③	mnemonic
⑫⒄⑴⑯⑪⒂⑹	mobilize
⑫⑰③⑬⑩⑪⑬	mockingly
⑫⑰⑵⑯⑪⑬⑩	modelling
⑫⑰⑵⒌⑯②⑥	moderates
⑫⑰⑵⒌⒁②⒌	moderator
⑫⑰⑵⒌⑿⒂⑹	modernise
⑫⑰⑵⑯⑥②⑬	modesty
⑫⑰⑵⑬③⑯⑫	modicum
⑫⑰⑵⑬④⒂⑵	modified
⑫⑰⑵⑬④⒂⒌	modifier
⑫⑰⑵⑬④⒂⑹	modifies
⑫⑰⑵⑨⑯⑪⒌	modular
⑫⑰⑵⑨⑯⑪⒂	moduli
⑫⑰⑪⑬③⒏⑪	molecule
⑫⑰⑪⑯⑥③⑥	molluscs
⑫⒄⑫⑯⑿②⑥	moments
⑫⒃⑿⑬②⒌⑬	monetary
⑫⒃⑩⑶⑾⑯⑪	mongrel
⑫⑰⑿⑬②⒌⑵	monitored
⑫⑰⑿⑬②⒌⑹	monitors
⑫⑰⑿⑯⑪⑰⑶	monologue
⑫⑰⑿⑯②⒄⑿	monotone
⑫⑰⑿⑥②⒌⑹	monsters
⑫⑱⒌⑪⑯⑿⑵	moorland
⑫⒌⑮⑪⑬②⑬	morality
⑫⒉⑶⑬⑻⒀⑹	mortgagees
⑫⒉⑶⑬⑻⑯⑹	mortgages
⑫⒄⑹⒁⑬③⑥	mosaics
⑫⑰⑹⑪⑯⑫⑹	moslems
⑫⑯⑥③⒀②⒄	mosquito
⑫⒃⑸⒌⑴⒉⑵	motherboard
⑫⒃⑸⒌⑽⑱⑵	motherhood
⑫⒄②⑬⑷⒁②	motivate
⑫⒄②⒌⑴⒂③	motorbike
⑫⒄②⒌⒂⑹⑵	motorised
⑫⒄②⒌⑬⑥②	motorist
⑫⒄②⒌⑼⒁⑹	motorways
⑫⒄⑪⑵⑬⑩⑹	mouldings
⑫⑲⑿②⑯⑿⒍	mountaineer
⑫⑲⑿②⑯⑿⑹	mountains
⑫⒉⑿④⑯⑪⑬	mournfully
⑫⑲⑤④⑱⑪⑹	mouthfuls
⑫⒅⑷⑯⑴⑯⑪	movable
⑫⒅⑷⑫⑯⑿②	movement
⑫⒃⑫⑴⑯⑪⑵	mumbled
⑫⒃⑫⑴⑪⑬⑩	mumbling
⑫⑨⑱⒌⑯⑪⑹	murals
⑫⒃⑦⑾⒅⑫⑹	mushrooms
⑫⒏⑹⑬③⑯⑪	musical
⑫⒏⑹⑬③⑪⑬	musically
⑫⒏⑹⑬⑦⑯⑿	musician
⑫⑱⑹⑪⑬⑫⑹	muslims
⑫⒏②⑯⑿②⑥	mutants
⑫⒏②⒁⑦⑯⑿	mutation
⑫⒏②⑬⑿⑯⑥	mutinous
⑫⒏⑧⑱⑯⑪⑬	mutually
⑫⑬⑥②⒌⑬⑹	mysteries
⑫⑬⑥②⒍⒎⑥	mysterious
⑫⑬⑥②⑬③⑥	mystics
⑫⑬⑤⑬③⑯⑪	mythical
⑿⒂⒀⑷⑬②⑬	naivety
⑿⑯⑫⑬⑴⒎⑿	namibian
⑿⑮①③⑬⑿⑹	napkins
⑿⑮⑾⑯②⑬⑷	narrative
⑿⑮⑾⒄⑯⑥②	narrowest
⑿⑮⑾⒄⑿⑯⑥	narrowness
⑿⑳⑥②⑬⑪⑬	nastily
⑿⑮⑦⑯⑿⑯⑪	national
⑿⑮⑧⒌⑯⑪⑬	naturally
⑿⒇②⑬③⑯⑪	nautical
⑿⑮⑷⑬⑶⒁②	navigate
⑿⑭⑥⑯⑥⒌⑬	necessary
⑿⑬⑶⒁⑦⑯⑿	negation
⑿⑭⑶⑯②⑬⑷	negative
⑿⑬⑶⑪⑭③②	neglect
⑿⒁⑴⒌⑽⑱⑵	neighbourhood
⑿⑭①⑯⑪⒀⑹	nepalese
