⑮⑴⑯⑥⒂	abaci
⑦⒈①⑯⑿	sharpen
⑦⒈①⒌⑹	sharpers
⑦⒈①⑪⑬	sharply
⑦⑮②⒌⑵	shattered
⑦⑮②⒌⑹	shatters
⑦⒁⑷⑯⑿	shaven
⑦⒁⑷⒌⑹	shavers
⑦⒁⑷⒎⑿	shavian
⑦⒁⑷⑬⑩	shaving
⑦⒀⑸⑬⑩	sheathing
⑦⑬⑴⑮⑩	shebang
⑦⑬⑴⒀⑿	shebeen
⑦⑭⑵⑬⑩	shedding
⑦⒀①⑬⑦	sheepish
⑦⒍⑯⑥②	sheerest
⑦⒀②⑬⑩	sheeting
⑦⑭③⑯⑪	shekel
⑦⑯⑪⑮③	shellac
⑦⑭⑪⑬⑩	shelling
⑦⑭⑪②⒌	shelter
⑦⑭⑪⑷⑵	shelved
⑦⑭⑪⑷⑹	shelves
⑦⑭①⒌⑵	shepherd
⑦⒋⑴⑯②	sherbet
⑦⑭⑾⑬④	sheriff
⑦⑭⑾⑬⑹	sherries
⑦⒀⑪⑵⑹	shields
⑦⑬④②⑥	shifts
⑦⑬④②⑬	shifty
⑦⑬⑪⑬⑩	shilling
⑦⑬⑫⒌⑵	shimmered
⑦⑬⑫⒌⑹	shimmers
⑦⑬⑿⑵⑬	shindy
⑦⒂⑿⑬⒌	shinier
⑦⒂⑿⑬⑩	shining
⑦⑬⑿⑬⑩	shinning
⑦⑬①⒌⑹	shippers
⑦⑬①⑬⑩	shipping
⑦⑬①⑼⒁	shipway
⑦⒋③⒌⑹	shirkers
⑦⒋③⑬⑩	shirking
⑦⒋②⑬⒌	shirtier
⑦⒋②⑬⑩	shirting
⑦⑬②⑯⑵	shitted
⑦⑬②⑬⑩	shitting
⑦⑬⑷⒌⑵	shivered
⑦⑬⑷⒌⑹	shivers
⑦⑬⑷⒌⑬	shivery
⑦⒄⑪⑬⑩	shoaling
⑦⑰③⒌⑹	shockers
⑦⑰③⑬⑩	shocking
⑦⑰⑵⑬⒌	shoddier
⑦⒅⑽⒉⑿	shoehorn
⑦⒅⑪⒁⑥	shoelace
⑦⒅②⑾⒀	shoetree
⑦⒄⑶⒃⑿	shogun
⑦⒅②⒌⑹	shooters
⑦⒅②⑬⑩	shooting
⑦⑰①⒌⑹	shoppers
⑦⑰①⑬⑩	shopping
⑦⒉⑪⒂⑿	shoreline
⑦⒉②⑬⑻	shortage
⑦⒉②⑯⑵	shorted
⑦⒉②⑯⑿	shorten
⑦⒉②⑬⑩	shorting
⑦⒉②⑬⑦	shortish
⑦⒉②⑪⑬	shortly
⑦⒄⑪⑵⒌	shoulder
⑦⑲②⑯⑵	shouted
⑦⑲②⑬⑩	shouting
⑦⒃⑷⑯⑪	shovel
⑦⒃⑷⑬⑩	shoving
⑦⒄⑴⑬⑹	showbiz
⑦⒄⑴⒄②	showboat
⑦⒄③⒁⑥	showcase
⑦⒄⑵⑲⑿	showdown
⑦⑲⒌⑬⒌	showerier
⑦⑲⒌⑬⑩	showering
⑦⒄⑶⒋⑪	showgirl
⑦⒄⑬⑪⑬	showily
⑦⒄⑬⑩⑹	showings
⑦⒄⑫⑯⑿	showman
⑦⒄⑫⑭⑿	showmen
⑦⒄①⒀⑥	showpiece
⑦⒄⑾⒅⑫	showroom
⑦⑾⑮⑩③	shrank
⑦⑾⑭⑵⑹	shreds
⑦⑾⒅⑵⒌	shrewder
⑦⑾⒅⑬⑦	shrewish
⑦⑾⒀③②	shrieked
⑦⑾⒀③⑥	shrieks
⑦⑾⑬④②	shrift
⑦⑾⒂③⑥	shrikes
⑦⑾⑬⑪⑵	shrilled
⑦⑾⑬⑪⒌	shriller
⑦⑾⑬⑪⑹	shrills
⑦⑾⑬⑫①	shrimp
⑦⑾⒂⑿⑵	shrined
⑦⑾⒂⑿⑹	shrines
⑦⑾⑬⑩③	shrink
⑦⑾⒂⑷⑵	shrived
⑦⑾⒂⑷⑹	shrives
⑦⑾⑲⑵⑹	shrouds
⑦⑾⒃⑴⑹	shrubs
⑦⑾⒃⑶⑵	shrugged
⑦⑾⒃⑶⑹	shrugs
⑦⑾⒃⑩③	shrunk
⑦⒃③⑬⑩	shucking
⑦⒃⑵⒌⑵	shuddered
⑦⒃⑵⒌⑹	shudders
⑦⒃④⑯⑪	shuffle
⑦⒃④⑪⒌	shuffler
⑦⒃⑿⑬⑩	shunning
⑦⒃⑿②⒌	shunter
⑦⒃⑿②⑥	shunts
⑦⑱⑦⑯⑹	shushes
⑦⑱⑦⑬⑩	shushing
⑦⒃②⒌⑵	shuttered
⑦⒃②⒌⑹	shutters
⑦⒃②⑬⑩	shutting
⑦⒃②⑯⑪	shuttle
⑦⒂⑯⑥②	shyest
⑦⒂⑿⑯⑥	shyness
⑦⒂⑥②⒌	shyster
⑥⑬⑴⑯⑪	sibyl
⑥⑬③⑴⒁	sickbay
⑥⑬③⑯⑿	sicken
⑥⑬③⑬⑩	sicking
⑥⑬③⑬⑦	sickish
⑥⑬③⑯⑪	sickle
⑥⑬③⑪⑬	sickly
⑥⒂⑵③⒈	sidecar
⑥⒂⑵⑯⑵	sided
⑥⒂⑵⑦⒄	sideshow
⑥⒂⑵⑬⑩	siding
⑥⒂⑵⑯⑪	sidle
⑥⒀⑻⑯⑹	sieges
⑥⑬⑭⑿⑯	sienna
⑥⑬⒊⑯⑹	sierras
⑥⑬⑷⑬⑩	sieving
⑥⑬④②⒌	sifter
⑥⑬④②⑥	sifts
⑥⒂⑿⑬⑩	signing
⑥⒀⑿⑨⒉	signor
⑥⒂⑪⑬⑻	silage
⑥⑬⑪③⑥	silks
⑥⑬⑪③⑬	silky
⑥⑬⑪⑬⒌	sillier
⑥⑬⑪⑬⑹	sillies
⑥⒂⑪⒄⑹	silos
⑥⑬⑪②⑥	silts
⑥⑬⑪⑷⒌	silver
⑥⑬⑫⒎⑿	simian
⑥⑬⑫⒎⑥	simious
⑥⑬⑫⒌⑵	simmered
⑥⑬⑫⒌⑹	simmers
⑥⑬⑫⒅⑫	simoom
⑥⑬⑫⒅⑿	simoon
⑥⑬⑫①⒌	simper
⑥⑬⑿⑥⒍	sincere
⑥⑬⑿⒏⑹	sinews
⑥⑬⑿⒏⑬	sinewy
⑥⑬⑿⑻⑵	singed
⑥⑬⑩⒌⑹	singers
⑥⑬⑩⑬⑿	singin'
⑥⑬⑩⑬⑩	singing
⑥⑬⑩③⒌	sinker
⑥⑬⑩③⑥	sinks
⑥⑬⑿⒌⑹	sinners
⑥⑬⑿⑬⑩	sinning
⑥⒂⑿⑯⑥	sinus
⑥⒂④⑯⑿	siphon
⑥⑬①⑬⑩	sipping
⑥⒋⑵⒈⑹	sirdars
⑥⒂⑾⑯⑿	siren
⑥⒂⒌⑬⑩	siring
⑥⒋⑪⒆⑿	sirloin
⑥⑬⑾⑯⑹	sirrahs
⑥⑬⑾⑯①	syrup
⑥⒂⑥⑯⑪	sisal
⑥⑬⑥②⒌	sister
⑥⑬②⒈⑹	sitars
⑥⑬②⒌⑹	sitters
⑥⑬②⑬⑩	sitting
⑥⑬③⑥⑤	sixth
⑥⒂⑹⑯⑹	sizes
⑥⒂⑹⑬⑩	sizing
⑥⑬⑹⑯⑪	sizzle
⑥③⒁②⒌	skater
⑥③⒁②⑥	skates
⑥③⒀②⑥	skeets
⑥③⒁⑿⑹	skeins
⑥③⑭①⑥	skeps
⑥③⑭⑧②	sketched
⑥③⑭⑧⒌	sketcher
⑥③⑭⑧⑬	sketchy
⑥③⑨⑱⒌	skewer
⑥③⒏⑬⑩	skewing
⑥③⑬⑵⑹	skids
⑥③⒀⒌⑹	skiers
⑥③⑬④⑥	skiffs
⑥③⒀⑬⑩	skiing
⑥③⑬⑪⑵	skilled
⑥③⑬⑪⑹	skills
⑥③⑬⑪⑬	skilly
⑥③⑬⑫⑵	skimmed
⑥③⑬⑫⒌	skimmer
⑥③⑬⑫①	skimp
⑥③⑬⑫⑹	skims
⑥③⑬⑿⑵	skinned
⑥③⑬⑿⑬	skinny
⑥③⑬⑿⑹	skins
⑥③⑬⑿②	skint
⑥③⑬①②	skipped
⑥③⑬①⒌	skipper
⑥③⑬①⑥	skips
⑥③⒋⑪⑹	skirls
⑥③⒋②⑥	skirts
⑥③⑬②⑥	skits
⑥③⑬②⒌	skitter
⑥③⑬⑷⑬	skivvy
⑥③⒏⑯⑹	skuas
⑥③⒃⑪③	skulk
⑥③⒃⑩③	skunk
⑥③⒂⑬⑩	skying
⑥⑪⑮⑴⑹	slabs
⑥⑪⑮③②	slacked
⑥⑪⑮③⒌	slacker
⑥⑪⑮③⑥	slacks
⑥⑪⒁③②	slaked
⑥⑪⒁③⑥	slakes
⑥⑪⑮⑫⑵	slammed
⑥⑪⑮⑫⑹	slams
⑥⑪⑮⑩⑵	slanged
⑥⑪⑮⑩⑹	slangs
⑥⑪⑮⑩⑬	slangy
⑥⑪⑳⑿②	slant
⑥⑪⑮①②	slapped
⑥⑪⑮①⑥	slaps
⑥⑪⑮⑦②	slashed
⑥⑪⒁②⑥	slates
⑥⑪⑮②⑥	slats
⑥⑪⒁②⑬	slaty
⑥⑪⒇②⒌	slaughter
⑥⑪⒁⑷⑵	slaved
⑥⑪⑮⑷⒌	slaver
⑥⑪⒁⑷⑹	slaves
⑥⑪⒁⑷⑬	slavey
⑥⑪⑳⑷⑹	slavs
⑥⑪⒁⒌⑹	slayers
⑥⑪⒁⑬⑩	slaying
⑥⑪⒀⑹⑬	sleazy
⑥⑪⑭⑻⑵	sledged
⑥⑪⑭⑵⑹	sleds
⑥⑪⒀③②	sleeked
⑥⑪⒀③⒌	sleeker
⑥⑪⒀③⑥	sleeks
⑥⑪⒀①⒌	sleeper
⑥⑪⒀①⑥	sleeps
⑥⑪⒀①⑬	sleepy
⑥⑪⒀②⑥	sleets
⑥⑪⒀②⑬	sleety
⑥⑪⒀⑷⑵	sleeved
⑥⑪⒀⑷⑹	sleeves
⑥⑪⒂②⑥	slights
⑥⑪⑭①②	slept
⑥⑪⒅⑤⑥	sleuths
⑥⑪⒅⑬⑩	slewing
⑥⑪⒂⑥②	sliced
⑥⑪⑬③⒌	slicker
⑥⑪⑬③⑥	slicks
⑥⑪⒂⑵⑹	slides
⑥⑪⒂②⒌	slighter
⑥⑪⑬⑫⑵	slimmed
⑥⑪⑬⑫⒌	slimmer
⑥⑪⑬⑫⑹	slims
⑥⑪⒂⑫⑬	slimy
⑥⑪⑬⑩⒌	slinger
⑥⑪⑬⑩⑹	slings
⑥⑪⑬⑩③	slink
⑥⑪⑬①②	slipped
⑥⑪⑬①⒌	slipper
⑥⑪⑬①⑬	slippy
⑥⑪⑬①⑥	slips
⑥⑪⑬⑸⒌	slither
⑥⑪⑬②⑥	slits
⑥⑪⑬⑷⒌	sliver
⑥⑪⑰⑴⒌	slobber
⑥⑪⑰⑴⑹	slobs
⑥⑪⑰⑶⑵	slogged
⑥⑪⑰⑶⒌	slogger
⑥⑪⑰⑶⑹	slogs
⑥⑪⒅①⑥	sloops
⑥⑪⒄①②	sloped
⑥⑪⒄①⑥	slopes
⑥⑪⑰①②	slopped
⑥⑪⑰①⑬	sloppy
⑥⑪⑰①⑥	slops
⑥⑪⑰⑦②	sloshed
⑥⑪⒄⑤⑥	sloths
⑥⑪⑰②⑥	slots
⑥⑪⑲⑧②	slouched
⑥⑪⒃④②	sloughed
⑥⑪⒃④⑥	sloughs
⑥⑪⒄⑬⑩	slowing
⑥⑪⒄⑪⑬	slowly
⑥⑪⒃⑶⑵	slugged
⑥⑪⒃⑶⑹	slugs
⑥⑪⒅⑥②	sluiced
⑥⑪⒃⑫⑵	slummed
⑥⑪⒃⑫⑬	slummy
⑥⑪⒃⑫①	slump
⑥⑪⒃⑫⑹	slums
⑥⑪⒃⑩③	slunk
⑥⑪⒋⑬⑩	slurring
⑥⑪⒃⑾⑬	slurry
⑥⑪⒃⑦⑬	slushy
⑥⑪⒃②⑥	sluts
⑥⑪⒂⑪⑬	slyly
⑥⑫⑮③②	smacked
⑥⑫⑮③⒌	smacker
⑥⑫⑮③⑥	smacks
⑥⑫⒇⑪⒌	smaller
⑥⑫⒇⑪⑹	smalls
⑥⑫⒈⑫⑬	smarmy
⑥⑫⒈②⒌	smarter
⑥⑫⒈②⑥	smarts
⑥⑫⑮⑦②	smashed
⑥⑫⑮⑦⒌	smasher
⑥⑫⒍⑬⑩	smearing
⑥⑫⑭⑪⑵	smelled
⑥⑫⑭⑪⑹	smells
⑥⑫⑭⑪⑬	smelly
⑥⑫⑭⑪②	smelt
⑥⑫⒂⑪⑵	smiled
⑥⑫⒂⑪⑹	smiles
⑥⑫⒋⑧②	smirched
⑥⑫⒋③②	smirked
⑥⑫⒋③⑥	smirks
⑥⑫⒂②⑥	smites
⑥⑫⑬⑤⑥	smiths
⑥⑫⑬⑸⑬	smithy
⑥⑫⑰③⑥	smocks
⑥⑫⑰⑶⑹	smogs
⑥⑫⒄③②	smoked
⑥⑫⒄③⒌	smoker
⑥⑫⒄③⑥	smokes
⑥⑫⒄③⑬	smoky
⑥⑫⒅⑸⑵	smoothed
⑥⑫⒅⑸⒌	smoother
⑥⑫⒅⑸⑹	smooths
⑥⑫⒃⑸⒌	smother
⑥⑫⒃⑻⑵	smudged
⑥⑫⒃⑻⑬	smudgy
⑥⑫⒃⑶⒌	smugger
⑥⑫⒃②⑥	smuts
⑥⑫⒃②⑬	smutty
⑥⑿⑮③⑥	snacks
⑥⑿⑮⑶⑵	snagged
⑥⑿⑮⑶⑹	snags
⑥⑿⒁⑪⑹	snails
⑥⑿⒁③②	snaked
⑥⑿⒁③⑥	snakes
⑥⑿⒁③⑬	snaky
⑥⑿⑮①②	snapped
⑥⑿⑮①⑬	snappy
⑥⑿⑮①⑥	snaps
⑥⑿⒊⑬⑩	snaring
⑥⑿⒈⑪⑵	snarled
⑥⑿⒈⑪⑹	snarls
⑥⑿⑮⑧②	snatched
⑥⑿⑮⑧⒌	snatcher
⑥⑿⑮⑹⑬	snazzy
⑥⑿⒀③②	sneaked
⑥⑿⒀③⑥	sneaks
⑥⑿⒀③⑬	sneaky
⑥⑿⒍⑬⑩	sneering
⑥⑿⒀⑹⑵	sneezed
⑥⑿⑬③②	snicked
⑥⑿⑬③⒌	snicker
⑥⑿⑬③⑥	snicks
⑥⑿⑬④②	sniffed
⑥⑿⑬④⑥	sniffs
⑥⑿⑬④⑬	sniffy
⑥⑿⑬⑶⒌	snigger
⑥⑿⒂①②	sniped
⑥⑿⒂①⒌	sniper
⑥⑿⒂①⑥	snipes
⑥⑿⑬①②	snipped
⑥⑿⑬①⑥	snips
⑥⑿⑬⑧②	snitched
⑥⑿⑰⑴⑹	snobs
⑥⑿⑰⑶⑵	snogged
⑥⑿⑰⑶⑹	snogs
⑥⑿⒅⑵⑹	snoods
⑥⑿⒅③⒌	snooker
⑥⑿⒅③⑥	snooks
⑥⑿⒅①②	snooped
⑥⑿⒅①⒌	snooper
⑥⑿⒅①⑥	snoops
⑥⑿⒅②⑬	snooty
⑥⑿⒅⑹⑵	snoozed
⑥⑿⒉⒌⑹	snorers
⑥⑿⒉⑬⑩	snoring
⑥⑿⒉②⒌	snorter
⑥⑿⒉②⑥	snorts
⑥⑿⒉②⑬	snorty
⑥⑿⑰②⑬	snotty
⑥⑿⑲②⑥	snouts
⑥⑿⒄⑬⒌	snowier
⑥⑿⒄⑬⑩	snowing
⑥⑿⒃⑴⑵	snubbed
⑥⑿⒃⑴⑹	snubs
⑥⑿⒃④②	snuffed
⑥⑿⒃④⑥	snuffs
⑥⑿⒃⑶⒌	snugger
⑥⑿⒃⑶⑹	snugs
⑥⒄③⒌⑹	soakers
⑥⒄③⑬⑩	soaking
⑥⒄①⑬⒌	soapier
⑥⒄①⑬⑩	soaping
⑥⑰⑴⑬⑩	sobbing
⑥⒄⑴⒌⑵	sobered
⑥⒄⑴⒌⑹	sobers
⑥⒄⑦⑯⑪	social
⑥⑰③⑯②	socket
⑥⑰③⑬⑩	socking
⑥⑰⑵⑯⑵	sodded
⑥⑰⑵⑯⑿	sodden
⑥⑰⑵⑬⑩	sodding
⑥⒄⑵⒎⑫	sodium
⑥⒄④⑯⑹	sofas
⑥⑰④⑯⑿	soften
⑥⑰④②⒌	softer
⑥⑰④②⑬	softie
⑥⑰⑶⑬⒌	soggier
⑥⒆⑪⑬⑩	soiling
⑥⒆⑪⑨⒌	soilure
⑥⑼⒈⒁⑹	soirees
⑥⑰⑻⒌⑿	sojourn
⑥⑰⑪⑬⑥	solace
⑥⒄⑪⒊⒎	solaria
⑥⒄⑪⑵⒌	solder
⑥⒄⑪⑻⒌	soldier
⑥⒄⑪⑪⑬	solely
⑥⑰⑪⑯⑫	solemn
⑥⑰⑪⑬⑵	solid
⑥⒄⑪⑬⑩	soling
⑥⒄⑪⒄⑹	solos
⑥⑰⑪⑷⑵	solved
⑥⑰⑪⑷⑹	solves
⑥⑰⑫⑴⒌	sombre
⑥⒃⑫⑵⒁	someday
⑥⒃⑫⑽⑲	somehow
⑥⒃⑫⑼⒁	someway
⑥⒃⑫⑼⒊	somewhere
⑥⒄⑿⒈⑹	sonars
⑥⑰⑿⑬③	sonic
⑥⑰⑿⑯②	sonnet
⑥⒃⑿⑬⑹	sonnies
⑥⑰⑿⑥⑬	sonsy
⑥⑱②⑯⑵	sooted
⑥⒅⑸⑬⑩	soothing
⑥⑱②⑬⒌	sootier
⑥⑱②⑬⑩	sooting
⑥⑰①⑬⒌	soppier
⑥⑰①⑬⑩	sopping
⑥⒉⑴⒁⑥	sorbets
⑥⒉⑥⒌⒌	sorcerer
⑥⒉⑥⒌⑬	sorcery
⑥⒉⑵⒀⑵	sordid
⑥⒉⑿⑯⑥	soreness
⑥⒉⑶⑯⑫	sorghum
⑥⑰⑾⑯⑪	sorrel
⑥⑰⑾⑬⒌	sorrier
⑥⑰⑾⒄⑵	sorrowed
⑥⑰⑾⒄⑹	sorrows
⑥⒉②⑯⑵	sorted
⑥⒉②⒌⑹	sorters
⑥⒉②⑬⑹	sorties
⑥⒉②⑬⑩	sorting
⑭⑥⒄⑭⑥	sos
⑥⒅②⒅⑹	sothos
⑥⑰②⑬⑦	sottish
⑥⒅④⑪⒁	souffle
⑥⒃④⑬⑩	soughing
⑥⑲⑿⑵⑹	sounds
⑥⒅①⑬⑩	souping
⑥⒉⑥⑯⑹	sources
⑥⑲⒌⑬⑩	souring
⑥⑲⒌⑪⑬	sourly
⑥⑲⑥⑯⑹	souses
⑥⑲⑥⑬⑩	sousing
⑥⒅②⑳⑿	soutane
⑥⒃⑸⒌⑿	southern
⑥⑲⑤①⒇	southpaw
⑥⒄⑷⒎②	soviet
⑥①⒁⑥②	spaced
⑥①⒁⑵⑹	spades
⑥①⑮⑩③	spank
⑥①⑮⑿⑵	spanned
⑥①⑮⑿⒌	spanner
⑥①⑮⑿⑹	spans
⑥①⒊⑪⑬	sparely
⑥①⒊⑬⑩	sparing
⑥①⒈③②	sparked
⑥①⒈③⑥	sparks
⑥①⒈⑬⑩	sparring
⑥①⑮⑾⒄	sparrow
⑥①⒈⑥⒌	sparser
⑥①⒁②⑥	spates
⑥①⑮②⑥	spats
⑥①⑮②⒌	spatter
⑥①⒇⑿⑵	spawned
⑥①⒇⑿⑹	spawns
⑥①⒁⑬⑩	spaying
⑥①⒀③⒌	speaker
⑥①⒀③⑥	speaks
⑥①⒍⑬⑩	spearing
⑥①⒀⑦⒀	specie
⑥①⑭③②	specked
⑥①⑭③⑥	specs
⑥①⒀⑵⑹	speeds
⑥①⒀⑵⑬	speedy
⑥①⑭⑪⑵	spelled
⑥①⑭⑪⒌	speller
⑥①⑭⑪⑹	spells
⑥①⑭⑪②	spelt
⑥①⑭⑿⑵	spend
⑥①⑭⑿②	spent
⑥①⒋⑫⑹	sperms
⑥①⒏⑬⑩	spewing
⑥④⒍⒆⑵	spheroid
⑥①⒂⑥②	spiced
⑥①⒂⑥⑬	spicy
⑥①⒂⑵⒌	spider
⑦①⒀⑪⑵	spieled
⑦①⒀⑪⑹	spiels
⑥①⒂③②	spiked
⑥①⒂③⑥	spikes
⑥①⒂③⑬	spiky
⑥①⑬⑪⑵	spilled
⑥①⑬⑪⑹	spills
⑥①⑬⑪②	spilt
⑥①⒂⑿⑹	spines
⑥①⑬⑿⒌	spinner
⑥①⑬⑿⑬	spinney
⑥①⑬⑿⑹	spins
⑥①⒂⑿⑬	spiny
⑥①⒂⒌⑹	spires
⑥①⒋②⑥	spurts
⑥①⒂②⑥	spites
⑥①⑬②⑥	spits
⑥①⑬⑷⑹	spivs
⑥①⑪⑮⑦	splash
⑥①⑪⒁⑵	splayed
⑥①⑪⒁⑹	splays
⑥①⑪⒀⑿	spleen
⑥①⑪⒂⑥	splice
⑥①⑪⑬②	split
⑥①⑪⑰⑻	splodge
⑥①⑪⑰⑦	splosh
⑥①⑪⑰⑧	splotch
⑥①⑪⒋⑻	splurge
⑥①⒆⑪⑵	spoiled
⑥①⒆⑪⑹	spoils
⑥①⒆⑪②	spoilt
⑥①⒄③⑥	spokes
⑥①⒃⑿⑻	sponge
⑥①⒅④②	spoofed
⑥①⒅④⑥	spoofs
⑥①⒅③⑥	spooks
⑥①⒅③⑬	spooky
⑥①⒅⑪⑹	spools
⑥①⒅⑿⑵	spooned
⑥①⒅⑿⑹	spoons
⑥①⑱⒌⑹	spoors
⑥①⒉③⑹	sporks
⑥①⒉②⑥	sports
⑥①⑰②⑥	spots
⑥①⑰②⒌	spotter
⑥①⑰②⑬	spotty
⑥①⑲②⑥	spouts
⑥①⑾⒁⑿	sprain
⑥①⑾⑮⑩	sprang
⑥①⑾⑮②	sprat
⑥①⑾⒇⑪	sprawl
⑥①⑾⒁⑵	sprayed
⑥①⑾⒁⒌	sprayer
⑥①⑾⒁⑹	sprays
⑥①⑾⑭⑵	spread
⑥①⑾⒀⑹	sprees
⑥①⑾⑬⑶	sprig
⑥①⑾⑬⑩	spring
⑥①⑾⑬②	sprit
⑥①⑾⒂②	sprite
⑥①⑾⑲②	sprout
⑥①⑾⒅⑥	spruce
⑥①⑾⒃⑩	sprung
⑥①⑾⒂⒌	spryer
⑥①⒃⑵⑹	spuds
⑥①⒃⑩③	spunk
⑥①⒋⑿⑵	spurned
⑥①⒋⑿⑹	spurns
⑥①⒋⑬⑩	spurring
⑥①⒃②⒌	sputter
⑥①⒂⑬⑩	spying
⑥③⑼⑰⑴	squab
⑥③⑼⑰⑵	squad
⑥③⑼⒇⑪	squall
⑥③⑼⒊⑵	squared
⑥③⑼⒊⑹	squares
⑥③⑼⑰⑦	squash
⑥③⑼⑰②	squat
⑥③⑼⒇③	squawk
⑥③⑼⒇⑹	squaws
⑥③⑼⒀③	squeak
⑥③⑼⒀⑪	squeal
⑥③⑼⒀⑹	squeeze
⑥③⑼⑬⑴	squib
⑥③⑼⑬⑵	squid
⑥③⑼⒂⒌	squire
⑥③⑼⒋⑫	squirm
⑥③⑼⒋②	squirt
⑭⑥⒈⑭⑿	srn
⑥②⑮⑴⑵	stabbed
⑥②⑮⑴⒌	stabber
⑥②⑮⑴⑹	stabs
⑥②⑮③②	stacked
⑥②⑮③⑥	stacks
⑥②⑳④②	staffed
⑥②⑳④⑥	staffs
⑥②⒁⑻⑵	staged
⑥②⒁⑻⒌	stager
⑥②⑮⑶⒌	stagger
⑥②⑮⑶⑹	stags
⑥②⒁⑻⑬	stagy
⑥②⒁⑿⑵	stained
⑥②⒁⑿⑹	stains
⑥②⒊⑼⒁	stairway
⑥②⒁③②	staked
⑥②⒁③⑥	stakes
⑥②⒁⑪⑵	staled
⑥②⒁⑪⒌	staler
⑥②⒁⑪⑹	stales
⑥②⒇③②	stalked
⑥②⒇③⒌	stalker
⑥②⒇③⑥	stalks
⑥②⒇⑪⑵	stalled
⑥②⒇⑪⑹	stalls
⑥②⑮⑫⒌	stammer
⑥②⑮⑫①	stamp
⑥②⑮⑿⑥	stance
⑥②⑮⑿⑵	stand
⑥②⑮⑩③	stank
⑥②⒈⑧②	starched
⑥②⒈⑧⑬	starchy
⑥②⒊⑬⑩	staring
⑥②⒈⑬⒌	starrier
⑥②⒈⑬⑩	starring
⑥②⒈②⒌	starter
⑥②⒈②⑥	starts
⑥②⒈⑷⑵	starved
⑥②⒈⑷⑹	starves
⑥②⑮⑦②	stashed
⑥②⒁②⑥	states
⑥②⑮⑧⒅	statue
⑥②⑮⑧⒌	stature
⑥②⒇⑿⑧	staunch
⑥②⒁⑷⑵	staved
⑥②⒁⑷⑹	staves
⑥②⒁⒌⑹	stayers
⑥②⒁⑬⑩	staying
⑥②⑭⑵⑬	steady
⑥②⒀⑪⑹	steals
⑥②⑭⑪⑤	stealth
⑥②⒀⑫⑵	steamed
⑥②⒀⑫⒌	steamer
⑥②⒀⑫⑹	steams
⑥②⒀⑫⑬	steamy
⑥②⒀⑵⑹	steeds
⑥②⒀⑪⑵	steeled
⑥②⒀⑪⑬	steely
⑥②⒀①②	steeped
⑥②⒀①⒌	steeper
⑥②⒀①⑥	steeps
⑥②⒍⑬⑻	steerage
⑥②⒍⑬⑩	steering
⑥②⒀⑪⒀	stelae
⑥②⑭⑪⒌	stellar
⑥②⑭⑫⑵	stemmed
⑥②⑭⑫⑹	stems
⑥②⑭⑿⑧	stench
⑥②⑭①②	stepped
⑥②⑭①⑥	steps
⑥②⒋⑿⒌	sterner
⑥②⒋⑿⑹	sterns
⑥②⒏⒌⑵	steward
⑥②⒏⑬⑩	stewing
⑥②⑬③②	sticked
⑥②⑬③⒌	sticker
⑥②⑬③⑥	sticks
⑥②⑬③⑬	sticky
⑥②⑬④⒌	stiffer
⑥②⑬④⑥	stiffs
⑥②⒂⑪⑹	styles
⑥②⑬⑪⑵	stilled
⑥②⑬⑪⒌	stiller
⑥②⑬⑪⑹	stills
⑥②⑬⑪⑬	stilly
⑥②⑬⑪②	stilt
⑥②⑬⑩⒌	stinger
⑥②⑬⑩⑹	stings
⑥②⑬⑩③	stink
⑥②⑬⑿②	stint
⑥②⒋⑬⑩	stirring
⑥②⑬⑧②	stitched
⑥②⒄②⑥	stoats
⑥②⑰③②	stocked
⑥②⑰③⑥	stocks
⑥②⑰③⑬	stocky
⑥②⑰⑻⑬	stodgy
⑥②⑱①⑥	stoeps
⑥②⒄⑬③	stoic
⑥②⒄③②	stoked
⑥②⒄③⒌	stoker
⑥②⒄③⑥	stokes
⑥②⒄⑪⑹	stoles
⑥②⑰⑫①	stomp
⑥②⒄⑿⑵	stoned
⑥②⒄⑿⑹	stones
⑥②⒄⑿⑬	stony
⑥②⒅⑻⑵	stooged
⑥②⒅⑪⑹	stools
⑥②⒅①②	stooped
⑥②⒅①⑥	stoops
⑥②⑰①②	stopped
⑥②⑰①⒌	stopper
⑥②⑰①⑥	stops
⑥②⒉⑬⑻	storage
⑥②⒉⑬⑵	storeyed
⑥②⒉⑬⑹	stories
⑥②⒉⑬⑩	storing
⑥②⒉③⑥	storks
⑥②⒉⑫⑵	stormed
⑥②⒉⑫⑹	storms
⑥②⒉⑫⑬	stormy
⑥②⑲②⒌	stouter
⑥②⒄⑷⑹	stoves
⑥②⒄⑬⑩	stowing
⑥②⑾⒁④	strafe
⑥②⑾⒁②	straight
⑥②⑾⒁⑿	strain
⑥②⑾⑮①	strap
⑥②⑾⒇⑵	strawed
⑥②⑾⒇⑹	straws
⑥②⑾⒁⑵	strayed
⑥②⑾⒁⑹	strays
⑥②⑾⒀③	streak
⑥②⑾⒀⑫	stream
⑥②⑾⒀②	street
⑥②⑾⑭⑥	stress
⑥②⑾⑭⑧	stretch
⑥②⑾⒅⑵	strewed
⑥②⑾⒅⑿	strewn
⑥②⑾⒅⑹	strews
⑥②⑾⒅⑤	strewth
⑥②⑾⒂⑵	stride
⑥②⑾⒂④	strife
⑥②⑾⒂③	strike
